,Date,Player,Pts
8689,2021-02-15,"Haliburton,Tyrese",10
8690,2021-02-15,"Whiteside,Hassan",26
8691,2021-02-15,"Robinson,Glenn",4
8692,2021-02-15,"Jeffries,DaQuan",0
8693,2021-02-15,"Bjelica,Nemanja",0
8694,2021-02-16,"Campazzo,Facundo",15
8695,2021-02-16,"Jokić,Nikola",43
8696,2021-02-16,"Murray,Jamal",25
8697,2021-02-16,"Green,JaMychal",2
8698,2021-02-16,"Porter,Michael",0
8699,2021-02-16,"Nnaji,Zeke",2
8700,2021-02-16,"Hampton,R.J.",4
8701,2021-02-16,"Hartenstein,Isaiah",6
8702,2021-02-16,"Howard,Markus",0
8703,2021-02-16,"Čančar,Vlatko",2
8704,2021-02-16,"Brown,Jaylen",27
8705,2021-02-16,"Tatum,Jayson",21
8706,2021-02-16,"Walker,Kemba",17
8707,2021-02-16,"Ojeleye,Semi",8
8708,2021-02-16,"Thompson,Tristan",9
8709,2021-02-16,"Nesmith,Aaron",9
8710,2021-02-16,"Pritchard,Payton",8
8711,2021-02-16,"Williams,Robert",8
8712,2021-02-16,"Green,Javonte",5
8713,2021-02-16,"Ingram,Brandon",22
8714,2021-02-16,"Williamson,Zion",31
8715,2021-02-16,"Ball,Lonzo",13
8716,2021-02-16,"Adams,Steven",8
8717,2021-02-16,"Bledsoe,Eric",7
8718,2021-02-16,"Hart,Josh",27
8719,2021-02-16,"Lewis,Kira",4
8720,2021-02-16,"Hernangómez,Willy",14
8721,2021-02-16,"Redick,J.J.",7
8722,2021-02-16,"Hayes,Jaxson",2
8723,2021-02-16,"Thornwell,Sindarius",3
8724,2021-02-16,"Melli,Nicolò",3
8725,2021-02-16,"Alexander-Walker,Nickeil",3
8726,2021-02-16,"Morant,Ja",28
8727,2021-02-16,"Brooks,Dillon",18
8728,2021-02-16,"Valančiūnas,Jonas",10
8729,2021-02-16,"Allen,Grayson",8
8730,2021-02-16,"Anderson,Kyle",19
8731,2021-02-16,"Konchar,John",2
8732,2021-02-16,"Tillman,Xavier",5
8733,2021-02-16,"McDermott,Sean",8
8734,2021-02-16,"Jones,Tyus",2
8735,2021-02-16,"Clarke,Brandon",8
8736,2021-02-16,"Dieng,Gorgui",5
8737,2021-02-16,"VanVleet,Fred",33
8738,2021-02-16,"Siakam,Pascal",23
8739,2021-02-16,"Powell,Norman",11
8740,2021-02-16,"Anunoby,OG",13
8741,2021-02-16,"Lowry,Kyle",18
8742,2021-02-16,"Boucher,Chris",14
8743,2021-02-16,"Bembry,DeAndre'",6
8744,2021-02-16,"Baynes,Aron",4
8745,2021-02-16,"Davis,Terence",2
8746,2021-02-16,"Thomas,Matt",0
8747,2021-02-16,"Middleton,Khris",11
8748,2021-02-16,"Antetokounmpo,Giannis",34
8749,2021-02-16,"DiVincenzo,Donte",12
8750,2021-02-16,"Lopez,Brook",9
8751,2021-02-16,"Forbes,Bryn",11
8752,2021-02-16,"Connaughton,Pat",20
8753,2021-02-16,"Portis,Bobby",16
8754,2021-02-16,"Augustin,D.J.",0
8755,2021-02-16,"Craig,Torrey",0
8756,2021-02-16,"Antetokounmpo,Thanasis",0
8757,2021-02-16,"James,LeBron",30
8758,2021-02-16,"Schröder,Dennis",24
8759,2021-02-16,"Caldwell-Pope,Kentavious",7
8760,2021-02-16,"Gasol,Marc",11
8761,2021-02-16,"Kuzma,Kyle",7
8762,2021-02-16,"Matthews,Wesley",3
8763,2021-02-16,"Harrell,Montrezl",17
8764,2021-02-16,"Caruso,Alex",4
8765,2021-02-16,"Morris,Markieff",9
8766,2021-02-16,"Horton-Tucker,Talen",0
8767,2021-02-16,"Beasley,Malik",11
8768,2021-02-16,"Edwards,Anthony",28
8769,2021-02-16,"Towns,Karl-Anthony",15
8770,2021-02-16,"Rubio,Ricky",13
8771,2021-02-16,"Vanderbilt,Jarred",4
8772,2021-02-16,"McLaughlin,Jordan",13
8773,2021-02-16,"McDaniels,Jaden",0
8774,2021-02-16,"Okogie,Josh",8
8775,2021-02-16,"Reid,Naz",10
8776,2021-02-16,"Nowell,Jaylen",2
8777,2021-02-16,"Trent,Gary",19
8778,2021-02-16,"Lillard,Damian",31
8779,2021-02-16,"Covington,Robert",6
8780,2021-02-16,"Kanter,Enes",8
8781,2021-02-16,"Jones,Derrick",13
8782,2021-02-16,"Anthony,Carmelo",10
8783,2021-02-16,"Simons,Anfernee",15
8784,2021-02-16,"Little,Nassir",13
8785,2021-02-16,"Elleby,CJ",0
8786,2021-02-16,"Dort,Luguentz",23
8787,2021-02-16,"Bazley,Darius",14
8788,2021-02-16,"Horford,Al",12
8789,2021-02-16,"Maledon,Théo",7
8790,2021-02-16,"Williams,Kenrich",3
8791,2021-02-16,"Diallo,Hamidou",17
8792,2021-02-16,"Roby,Isaiah",11
8793,2021-02-16,"Muscala,Mike",11
8794,2021-02-16,"Jackson,Justin",6
8795,2021-02-16,"Miller,Darius",0
8796,2021-02-16,"Harden,James",38
8797,2021-02-16,"Johnson,Tyler",17
8798,2021-02-16,"Harris,Joe",22
8799,2021-02-16,"Jordan,DeAndre",9
8800,2021-02-16,"Brown,Bruce",2
8801,2021-02-16,"Shamet,Landry",13
8802,2021-02-16,"Green,Jeff",18
8803,2021-02-16,"Luwawu-Cabarrot,Timothé",9
8804,2021-02-16,"Chiozza,Chris",0
8805,2021-02-16,"Bridges,Mikal",10
8806,2021-02-16,"Booker,Devin",22
8807,2021-02-16,"Paul,Chris",29
8808,2021-02-16,"Ayton,Deandre",16
8809,2021-02-16,"Crowder,Jae",15
8810,2021-02-16,"Johnson,Cameron",7
8811,2021-02-16,"Šarić,Dario",8
8812,2021-02-16,"Payne,Cameron",9
8813,2021-02-16,"Moore,E'Twaun",3
8814,2021-02-16,"Nader,Abdel",5
8815,2021-02-17,"Randle,Julius",25
8816,2021-02-17,"Bullock,Reggie",4
8817,2021-02-17,"Noel,Nerlens",6
8818,2021-02-17,"Barrett,RJ",15
8819,2021-02-17,"Payton,Elfrid",13
8820,2021-02-17,"Burks,Alec",8
8821,2021-02-17,"Quickley,Immanuel",9
8822,2021-02-17,"Rose,Derrick",4
8823,2021-02-17,"Gibson,Taj",2
8824,2021-02-17,"Toppin,Obi",3
8825,2021-02-17,"Knox,Kevin",0
8826,2021-02-17,"Vučević,Nikola",16
8827,2021-02-17,"Fournier,Evan",19
8828,2021-02-17,"Carter-Williams,Michael",6
8829,2021-02-17,"Clark,Gary",9
8830,2021-02-17,"Bacon,Dwayne",15
8831,2021-02-17,"Ross,Terrence",30
8832,2021-02-17,"Randle,Chasson",2
8833,2021-02-17,"Okeke,Chuma",3
8834,2021-02-17,"Birch,Khem",0
8835,2021-02-17,"Aminu,Al-Farouq",3
8836,2021-02-17,"Bamba,Mohamed",4
8837,2021-02-17,"Young,Trae",40
8838,2021-02-17,"Huerter,Kevin",7
8839,2021-02-17,"Reddish,Cam",13
8840,2021-02-17,"Capela,Clint",24
8841,2021-02-17,"Collins,John",20
8842,2021-02-17,"Gallinari,Danilo",9
8843,2021-02-17,"Hill,Solomon",2
8844,2021-02-17,"Snell,Tony",2
8845,2021-02-17,"Mays,Skylar",5
8846,2021-02-17,"Fernando,Bruno",0
8847,2021-02-17,"Brown,Jaylen",22
8848,2021-02-17,"Tatum,Jayson",35
8849,2021-02-17,"Thompson,Tristan",14
8850,2021-02-17,"Ojeleye,Semi",9
8851,2021-02-17,"Green,Javonte",9
8852,2021-02-17,"Pritchard,Payton",11
8853,2021-02-17,"Williams,Grant",4
8854,2021-02-17,"Nesmith,Aaron",2
8855,2021-02-17,"Williams,Robert",8
8856,2021-02-17,"Teague,Jeff",0
8857,2021-02-17,"Cousins,DeMarcus",19
8858,2021-02-17,"Wall,John",28
8859,2021-02-17,"Gordon,Eric",17
8860,2021-02-17,"Tate,Jae'Sean",19
8861,2021-02-17,"House,Danuel",8
8862,2021-02-17,"Brown,Sterling",3
8863,2021-02-17,"Nwaba,David",7
8864,2021-02-17,"McLemore,Ben",11
8865,2021-02-17,"Jones,Mason",1
8866,2021-02-17,"Embiid,Joel",31
8867,2021-02-17,"Curry,Seth",25
8868,2021-02-17,"Harris,Tobias",24
8869,2021-02-17,"Green,Danny",12
8870,2021-02-17,"Thybulle,Matisse",5
8871,2021-02-17,"Korkmaz,Furkan",5
8872,2021-02-17,"Joe,Isaiah",3
8873,2021-02-17,"Maxey,Tyrese",10
8874,2021-02-17,"Scott,Mike",0
8875,2021-02-17,"Howard,Dwight",3
8876,2021-02-17,"Wright,Delon",12
8877,2021-02-17,"Grant,Jerami",43
8878,2021-02-17,"Plumlee,Mason",11
8879,2021-02-17,"Bey,Saddiq",12
8880,2021-02-17,"Ellington,Wayne",6
8881,2021-02-17,"Jackson,Josh",8
8882,2021-02-17,"Mykhailiuk,Svi",0
8883,2021-02-17,"Smith,Dennis",10
8884,2021-02-17,"Stewart,Isaiah",0
8885,2021-02-17,"LaVine,Zach",37
8886,2021-02-17,"Temple,Garrett",9
8887,2021-02-17,"Williams,Patrick",15
8888,2021-02-17,"Carter,Wendell",18
8889,2021-02-17,"White,Coby",8
8890,2021-02-17,"Satoranský,Tomáš",4
8891,2021-02-17,"Valentine,Denzel",3
8892,2021-02-17,"Young,Thaddeus",9
8893,2021-02-17,"Arcidiacono,Ryan",2
8894,2021-02-17,"Kornet,Luke",0
8895,2021-02-17,"Sabonis,Domantas",36
8896,2021-02-17,"Brogdon,Malcolm",32
8897,2021-02-17,"Holiday,Justin",11
8898,2021-02-17,"Turner,Myles",8
8899,2021-02-17,"McDermott,Doug",8
8900,2021-02-17,"Lamb,Jeremy",18
8901,2021-02-17,"McConnell,T.J.",6
8902,2021-02-17,"Holiday,Aaron",15
8903,2021-02-17,"Edwards,Anthony",8
8904,2021-02-17,"Towns,Karl-Anthony",30
8905,2021-02-17,"McDaniels,Jaden",11
8906,2021-02-17,"Rubio,Ricky",20
8907,2021-02-17,"Vanderbilt,Jarred",2
8908,2021-02-17,"Beasley,Malik",31
8909,2021-02-17,"McLaughlin,Jordan",0
8910,2021-02-17,"Reid,Naz",18
8911,2021-02-17,"Okogie,Josh",2
8912,2021-02-17,"Nowell,Jaylen",6
8913,2021-02-17,"Murray,Jamal",35
8914,2021-02-17,"Jokić,Nikola",33
8915,2021-02-17,"Porter,Michael",14
8916,2021-02-17,"Green,JaMychal",9
8917,2021-02-17,"Harris,Gary",2
8918,2021-02-17,"Campazzo,Facundo",14
8919,2021-02-17,"Morris,Monte",7
8920,2021-02-17,"Nnaji,Zeke",3
8921,2021-02-17,"Hartenstein,Isaiah",8
8922,2021-02-17,"Hampton,R.J.",3
8923,2021-02-17,"Westbrook,Russell",12
8924,2021-02-17,"Beal,Bradley",25
8925,2021-02-17,"Hachimura,Rui",14
8926,2021-02-17,"Mathews,Garrison",8
8927,2021-02-17,"Wagner,Moritz",0
8928,2021-02-17,"Bertāns,Dāvis",35
8929,2021-02-17,"Lopez,Robin",9
8930,2021-02-17,"Avdija,Deni",3
8931,2021-02-17,"Neto,Raul",14
8932,2021-02-17,"Len,Alex",10
8933,2021-02-17,"Maledon,Théo",14
8934,2021-02-17,"Gilgeous-Alexander,Shai",22
8935,2021-02-17,"Bazley,Darius",18
8936,2021-02-17,"Dort,Luguentz",11
8937,2021-02-17,"Roby,Isaiah",10
8938,2021-02-17,"Muscala,Mike",21
8939,2021-02-17,"Williams,Kenrich",2
8940,2021-02-17,"Diallo,Hamidou",8
8941,2021-02-17,"Jackson,Justin",4
8942,2021-02-17,"Miller,Darius",3
8943,2021-02-17,"Morant,Ja",15
8944,2021-02-17,"Allen,Grayson",22
8945,2021-02-17,"Brooks,Dillon",17
8946,2021-02-17,"Valančiūnas,Jonas",22
8947,2021-02-17,"Anderson,Kyle",20
8948,2021-02-17,"Clarke,Brandon",12
8949,2021-02-17,"Jones,Tyus",0
8950,2021-02-17,"Tillman,Xavier",7
8951,2021-02-17,"McDermott,Sean",5
8952,2021-02-17,"Konchar,John",2
8953,2021-02-17,"Covington,Robert",12
8954,2021-02-17,"Lillard,Damian",43
8955,2021-02-17,"Trent,Gary",23
8956,2021-02-17,"Jones,Derrick",13
8957,2021-02-17,"Kanter,Enes",11
8958,2021-02-17,"Simons,Anfernee",7
8959,2021-02-17,"Anthony,Carmelo",12
8960,2021-02-17,"Hood,Rodney",5
8961,2021-02-17,"Little,Nassir",0
8962,2021-02-17,"Ball,Lonzo",21
8963,2021-02-17,"Williamson,Zion",36
8964,2021-02-17,"Ingram,Brandon",14
8965,2021-02-17,"Bledsoe,Eric",10
8966,2021-02-17,"Adams,Steven",2
8967,2021-02-17,"Hart,Josh",4
8968,2021-02-17,"Hernangómez,Willy",11
8969,2021-02-17,"Redick,J.J.",16
8970,2021-02-17,"Lewis,Kira",6
8971,2021-02-17,"Hayes,Jaxson",4
8972,2021-02-17,"Butler,Jimmy",13
8973,2021-02-17,"Nunn,Kendrick",19
8974,2021-02-17,"Robinson,Duncan",13
8975,2021-02-17,"Adebayo,Bam",24
8976,2021-02-17,"Olynyk,Kelly",7
8977,2021-02-17,"Herro,Tyler",11
8978,2021-02-17,"Iguodala,Andre",10
8979,2021-02-17,"Achiuwa,Precious",13
8980,2021-02-17,"Vincent,Gabe",2
8981,2021-02-17,"Oubre,Kelly",23
8982,2021-02-17,"Curry,Stephen",25
8983,2021-02-17,"Wiggins,Andrew",23
8984,2021-02-17,"Toscano-Anderson,Juan",2
8985,2021-02-17,"Mulder,Mychal",5
8986,2021-02-17,"Bazemore,Kent",26
8987,2021-02-17,"Paschall,Eric",11
8988,2021-02-17,"Lee,Damion",2
8989,2021-02-17,"Wanamaker,Brad",3
8990,2021-02-17,"O'Neale,Royce",12
8991,2021-02-17,"Mitchell,Donovan",24
8992,2021-02-17,"Gobert,Rudy",23
8993,2021-02-17,"Ingles,Joe",14
8994,2021-02-17,"Bogdanović,Bojan",5
8995,2021-02-17,"Clarkson,Jordan",18
8996,2021-02-17,"Niang,Georges",7
8997,2021-02-17,"Oni,Miye",5
8998,2021-02-17,"Favors,Derrick",6
8999,2021-02-17,"Forrest,Trent",0
9000,2021-02-17,"Morgan,Juwan",0
9001,2021-02-17,"Brantley,Jarrell",0
9002,2021-02-17,"Harrison,Shaquille",0
9003,2021-02-17,"Williams,Lou",16
9004,2021-02-17,"Morris,Marcus",9
9005,2021-02-17,"Jackson,Reggie",15
9006,2021-02-17,"Beverley,Patrick",8
9007,2021-02-17,"Ibaka,Serge",10
9008,2021-02-17,"Mann,Terance",8
9009,2021-02-17,"Coffey,Amir",13
9010,2021-02-17,"Zubac,Ivica",8
9011,2021-02-17,"Patterson,Patrick",7
9012,2021-02-17,"Kabengele,Mfiondu",2
9013,2021-02-18,"VanVleet,Fred",17
9014,2021-02-18,"Siakam,Pascal",27
9015,2021-02-18,"Bembry,DeAndre'",5
9016,2021-02-18,"Powell,Norman",29
9017,2021-02-18,"Anunoby,OG",10
9018,2021-02-18,"Boucher,Chris",8
9019,2021-02-18,"Thomas,Matt",5
9020,2021-02-18,"Baynes,Aron",6
9021,2021-02-18,"Watanabe,Yuta",0
9022,2021-02-18,"Flynn,Malachi",0
9023,2021-02-18,"Johnson,Stanley",3
9024,2021-02-18,"Davis,Terence",0
9025,2021-02-18,"Watson,Paul",0
9026,2021-02-18,"Middleton,Khris",13
9027,2021-02-18,"Antetokounmpo,Giannis",23
9028,2021-02-18,"Forbes,Bryn",11
9029,2021-02-18,"DiVincenzo,Donte",14
9030,2021-02-18,"Lopez,Brook",12
9031,2021-02-18,"Connaughton,Pat",7
9032,2021-02-18,"Augustin,D.J.",9
9033,2021-02-18,"Portis,Bobby",2
9034,2021-02-18,"Antetokounmpo,Thanasis",5
9035,2021-02-18,"Craig,Torrey",0
9036,2021-02-18,"Adams,Jaylen",0
9037,2021-02-18,"Harden,James",23
9038,2021-02-18,"Irving,Kyrie",16
9039,2021-02-18,"Green,Jeff",5
9040,2021-02-18,"Harris,Joe",21
9041,2021-02-18,"Brown,Bruce",9
9042,2021-02-18,"Luwawu-Cabarrot,Timothé",15
9043,2021-02-18,"Jordan,DeAndre",7
9044,2021-02-18,"Shamet,Landry",10
9045,2021-02-18,"Johnson,Tyler",3
9046,2021-02-18,"Roberson,Andre",0
9047,2021-02-18,"Vonleh,Noah",0
9048,2021-02-18,"Kuzma,Kyle",16
9049,2021-02-18,"James,LeBron",32
9050,2021-02-18,"Caldwell-Pope,Kentavious",9
9051,2021-02-18,"Matthews,Wesley",2
9052,2021-02-18,"Gasol,Marc",8
9053,2021-02-18,"Horton-Tucker,Talen",9
9054,2021-02-18,"Caruso,Alex",2
9055,2021-02-18,"Harrell,Montrezl",10
9056,2021-02-18,"Cook,Quinn",7
9057,2021-02-18,"Morris,Markieff",0
9058,2021-02-18,"McKinnie,Alfonzo",3
9059,2021-02-18,"Cacok,Devontae",0
9060,2021-02-18,"Dudley,Jared",0
9061,2021-02-18,"Adebayo,Bam",16
9062,2021-02-18,"Butler,Jimmy",13
9063,2021-02-18,"Robinson,Duncan",20
9064,2021-02-18,"Nunn,Kendrick",16
9065,2021-02-18,"Olynyk,Kelly",22
9066,2021-02-18,"Herro,Tyler",27
9067,2021-02-18,"Iguodala,Andre",4
9068,2021-02-18,"Achiuwa,Precious",0
9069,2021-02-18,"Vincent,Gabe",0
9070,2021-02-18,"Okpala,KZ",0
9071,2021-02-18,"Bjelica,Nemanja",25
9072,2021-02-18,"Fox,De'Aaron",11
9073,2021-02-18,"Hield,Buddy",5
9074,2021-02-18,"Bagley,Marvin",19
9075,2021-02-18,"Robinson,Glenn",4
9076,2021-02-18,"Haliburton,Tyrese",8
9077,2021-02-18,"Joseph,Cory",10
9078,2021-02-18,"Jeffries,DaQuan",17
9079,2021-02-18,"Whiteside,Hassan",5
9080,2021-02-18,"Guy,Kyle",0
9081,2021-02-18,"James,Justin",6
9082,2021-02-19,"Murray,Jamal",50
9083,2021-02-19,"Barton,Will",7
9084,2021-02-19,"Porter,Michael",22
9085,2021-02-19,"Jokić,Nikola",16
9086,2021-02-19,"Green,JaMychal",2
9087,2021-02-19,"Morris,Monte",6
9088,2021-02-19,"Campazzo,Facundo",10
9089,2021-02-19,"Hampton,R.J.",5
9090,2021-02-19,"Hartenstein,Isaiah",2
9091,2021-02-19,"Nnaji,Zeke",0
9092,2021-02-19,"Howard,Markus",0
9093,2021-02-19,"Čančar,Vlatko",0
9094,2021-02-19,"Sexton,Collin",23
9095,2021-02-19,"Garland,Darius",14
9096,2021-02-19,"Okoro,Isaac",14
9097,2021-02-19,"Allen,Jarrett",20
9098,2021-02-19,"Osman,Cedi",11
9099,2021-02-19,"Windler,Dylan",4
9100,2021-02-19,"Dotson,Damyean",7
9101,2021-02-19,"McGee,JaVale",8
9102,2021-02-19,"Stevens,Lamar",2
9103,2021-02-19,"Curry,Stephen",29
9104,2021-02-19,"Oubre,Kelly",26
9105,2021-02-19,"Green,Draymond",6
9106,2021-02-19,"Wiggins,Andrew",16
9107,2021-02-19,"Toscano-Anderson,Juan",7
9108,2021-02-19,"Lee,Damion",10
9109,2021-02-19,"Paschall,Eric",5
9110,2021-02-19,"Mulder,Mychal",10
9111,2021-02-19,"Bazemore,Kent",3
9112,2021-02-19,"Wanamaker,Brad",8
9113,2021-02-19,"Vučević,Nikola",30
9114,2021-02-19,"Carter-Williams,Michael",8
9115,2021-02-19,"Fournier,Evan",28
9116,2021-02-19,"Ennis,James",7
9117,2021-02-19,"Birch,Khem",2
9118,2021-02-19,"Ross,Terrence",24
9119,2021-02-19,"Okeke,Chuma",11
9120,2021-02-19,"Bacon,Dwayne",0
9121,2021-02-19,"Randle,Chasson",3
9122,2021-02-19,"Aminu,Al-Farouq",8
9123,2021-02-19,"Bamba,Mohamed",3
9124,2021-02-19,"Young,Trae",31
9125,2021-02-19,"Capela,Clint",24
9126,2021-02-19,"Reddish,Cam",9
9127,2021-02-19,"Collins,John",8
9128,2021-02-19,"Huerter,Kevin",5
9129,2021-02-19,"Gallinari,Danilo",9
9130,2021-02-19,"Hill,Solomon",12
9131,2021-02-19,"Snell,Tony",6
9132,2021-02-19,"Fernando,Bruno",2
9133,2021-02-19,"Mays,Skylar",3
9134,2021-02-19,"Goodwin,Brandon",0
9135,2021-02-19,"Tatum,Jayson",25
9136,2021-02-19,"Brown,Jaylen",17
9137,2021-02-19,"Walker,Kemba",28
9138,2021-02-19,"Theis,Daniel",14
9139,2021-02-19,"Thompson,Tristan",17
9140,2021-02-19,"Nesmith,Aaron",3
9141,2021-02-19,"Ojeleye,Semi",5
9142,2021-02-19,"Pritchard,Payton",0
9143,2021-02-19,"Williams,Robert",12
9144,2021-02-19,"Green,Javonte",0
9145,2021-02-19,"LaVine,Zach",30
9146,2021-02-19,"Temple,Garrett",10
9147,2021-02-19,"Williams,Patrick",6
9148,2021-02-19,"White,Coby",9
9149,2021-02-19,"Carter,Wendell",15
9150,2021-02-19,"Satoranský,Tomáš",10
9151,2021-02-19,"Young,Thaddeus",12
9152,2021-02-19,"Arcidiacono,Ryan",10
9153,2021-02-19,"Valentine,Denzel",3
9154,2021-02-19,"Kornet,Luke",0
9155,2021-02-19,"Gafford,Daniel",0
9156,2021-02-19,"Curry,Seth",9
9157,2021-02-19,"Green,Danny",13
9158,2021-02-19,"Harris,Tobias",22
9159,2021-02-19,"Thybulle,Matisse",2
9160,2021-02-19,"Embiid,Joel",50
9161,2021-02-19,"Maxey,Tyrese",6
9162,2021-02-19,"Howard,Dwight",8
9163,2021-02-19,"Korkmaz,Furkan",2
9164,2021-02-19,"Scott,Mike",0
9165,2021-02-19,"Joe,Isaiah",0
9166,2021-02-19,"Grant,Jerami",16
9167,2021-02-19,"Plumlee,Mason",10
9168,2021-02-19,"Bey,Saddiq",14
9169,2021-02-19,"Ellington,Wayne",10
9170,2021-02-19,"Wright,Delon",16
9171,2021-02-19,"Jackson,Josh",15
9172,2021-02-19,"Smith,Dennis",0
9173,2021-02-19,"Mykhailiuk,Svi",5
9174,2021-02-19,"Stewart,Isaiah",4
9175,2021-02-19,"Doumbouya,Sekou",5
9176,2021-02-19,"Clarke,Brandon",12
9177,2021-02-19,"Morant,Ja",29
9178,2021-02-19,"Allen,Grayson",4
9179,2021-02-19,"Valančiūnas,Jonas",17
9180,2021-02-19,"Anderson,Kyle",16
9181,2021-02-19,"Bane,Desmond",10
9182,2021-02-19,"Tillman,Xavier",8
9183,2021-02-19,"Melton,De'Anthony",5
9184,2021-02-19,"Jones,Tyus",8
9185,2021-02-19,"McDermott,Sean",0
9186,2021-02-19,"Gilgeous-Alexander,Shai",16
9187,2021-02-19,"Dort,Luguentz",17
9188,2021-02-19,"Maledon,Théo",5
9189,2021-02-19,"Horford,Al",10
9190,2021-02-19,"Bazley,Darius",6
9191,2021-02-19,"Diallo,Hamidou",10
9192,2021-02-19,"Roby,Isaiah",8
9193,2021-02-19,"Williams,Kenrich",4
9194,2021-02-19,"Muscala,Mike",7
9195,2021-02-19,"Jackson,Justin",2
9196,2021-02-19,"Middleton,Khris",20
9197,2021-02-19,"Antetokounmpo,Giannis",29
9198,2021-02-19,"Augustin,D.J.",11
9199,2021-02-19,"DiVincenzo,Donte",5
9200,2021-02-19,"Lopez,Brook",7
9201,2021-02-19,"Connaughton,Pat",6
9202,2021-02-19,"Forbes,Bryn",10
9203,2021-02-19,"Portis,Bobby",7
9204,2021-02-19,"Antetokounmpo,Thanasis",3
9205,2021-02-19,"Ayton,Deandre",16
9206,2021-02-19,"Booker,Devin",23
9207,2021-02-19,"Paul,Chris",15
9208,2021-02-19,"Bridges,Mikal",6
9209,2021-02-19,"Kaminsky,Frank",17
9210,2021-02-19,"Crowder,Jae",20
9211,2021-02-19,"Johnson,Cameron",13
9212,2021-02-19,"Payne,Cameron",6
9213,2021-02-19,"Moore,E'Twaun",7
9214,2021-02-19,"Šarić,Dario",5
9215,2021-02-19,"Jones,Damian",2
9216,2021-02-19,"Nader,Abdel",0
9217,2021-02-19,"Carter,Jevon",0
9218,2021-02-19,"Galloway,Langston",2
9219,2021-02-19,"Ball,Lonzo",21
9220,2021-02-19,"Ingram,Brandon",25
9221,2021-02-19,"Williamson,Zion",23
9222,2021-02-19,"Bledsoe,Eric",12
9223,2021-02-19,"Hernangómez,Willy",9
9224,2021-02-19,"Hart,Josh",8
9225,2021-02-19,"Hayes,Jaxson",4
9226,2021-02-19,"Lewis,Kira",0
9227,2021-02-19,"Redick,J.J.",7
9228,2021-02-19,"Alexander-Walker,Nickeil",3
9229,2021-02-19,"Thornwell,Sindarius",2
9230,2021-02-19,"Gabriel,Wenyen",0
9231,2021-02-19,"Melli,Nicolò",0
9232,2021-02-19,"Powell,Norman",31
9233,2021-02-19,"VanVleet,Fred",12
9234,2021-02-19,"Siakam,Pascal",10
9235,2021-02-19,"Bembry,DeAndre'",7
9236,2021-02-19,"Boucher,Chris",9
9237,2021-02-19,"Baynes,Aron",2
9238,2021-02-19,"Flynn,Malachi",4
9239,2021-02-19,"Davis,Terence",11
9240,2021-02-19,"Johnson,Stanley",0
9241,2021-02-19,"Watanabe,Yuta",0
9242,2021-02-19,"Thomas,Matt",0
9243,2021-02-19,"McCaw,Patrick",0
9244,2021-02-19,"Edwards,Anthony",7
9245,2021-02-19,"Beasley,Malik",13
9246,2021-02-19,"Towns,Karl-Anthony",19
9247,2021-02-19,"Rubio,Ricky",7
9248,2021-02-19,"Vanderbilt,Jarred",4
9249,2021-02-19,"McDaniels,Jaden",8
9250,2021-02-19,"McLaughlin,Jordan",11
9251,2021-02-19,"Reid,Naz",4
9252,2021-02-19,"Layman,Jake",8
9253,2021-02-19,"Nowell,Jaylen",0
9254,2021-02-19,"Okogie,Josh",0
9255,2021-02-19,"O'Neale,Royce",0
9256,2021-02-19,"Mitchell,Donovan",35
9257,2021-02-19,"Bogdanović,Bojan",23
9258,2021-02-19,"Gobert,Rudy",8
9259,2021-02-19,"Conley,Mike",16
9260,2021-02-19,"Clarkson,Jordan",19
9261,2021-02-19,"Ingles,Joe",5
9262,2021-02-19,"Favors,Derrick",6
9263,2021-02-19,"Niang,Georges",0
9264,2021-02-19,"Leonard,Kawhi",29
9265,2021-02-19,"Batum,Nicolas",0
9266,2021-02-19,"George,Paul",15
9267,2021-02-19,"Beverley,Patrick",17
9268,2021-02-19,"Ibaka,Serge",9
9269,2021-02-19,"Morris,Marcus",17
9270,2021-02-19,"Williams,Lou",19
9271,2021-02-19,"Zubac,Ivica",3
9272,2021-02-19,"Jackson,Reggie",5
9273,2021-02-19,"Mann,Terance",2
9274,2021-02-19,"Coffey,Amir",0
9275,2021-02-20,"Oubre,Kelly",25
9276,2021-02-20,"Wiggins,Andrew",19
9277,2021-02-20,"Green,Draymond",5
9278,2021-02-20,"Mulder,Mychal",2
9279,2021-02-20,"Toscano-Anderson,Juan",3
9280,2021-02-20,"Wanamaker,Brad",14
9281,2021-02-20,"Paschall,Eric",16
9282,2021-02-20,"Lee,Damion",14
9283,2021-02-20,"Bazemore,Kent",2
9284,2021-02-20,"Rozier,Terry",36
9285,2021-02-20,"Hayward,Gordon",13
9286,2021-02-20,"Washington,P.J.",15
9287,2021-02-20,"Ball,LaMelo",7
9288,2021-02-20,"Zeller,Cody",5
9289,2021-02-20,"Bridges,Miles",10
9290,2021-02-20,"Monk,Malik",7
9291,2021-02-20,"Biyombo,Bismack",0
9292,2021-02-20,"McDaniels,Jalen",9
9293,2021-02-20,"Nunn,Kendrick",27
9294,2021-02-20,"Adebayo,Bam",16
9295,2021-02-20,"Butler,Jimmy",24
9296,2021-02-20,"Robinson,Duncan",11
9297,2021-02-20,"Olynyk,Kelly",4
9298,2021-02-20,"Iguodala,Andre",3
9299,2021-02-20,"Herro,Tyler",5
9300,2021-02-20,"Strus,Max",2
9301,2021-02-20,"Achiuwa,Precious",4
